review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
patut dipraktekan,4,2018,3,1,patut dipraktekan,"['patut', 'dipraktekan']",1,"['patut', 'praktek']",patut praktek
lebih di tingkatkan lagi kualitas nya,2,2018,3,2,lebih di tingkatkan lagi kualitas nya,"['tingkatkan', 'kualitas', 'nya']",-1,"['tingkat', 'kualitas', 'nya']",tingkat kualitas
"ada konfirmasi via email pendaftaran ditolak krn ktp,,disuruh perbaiki,,langsung  login,di login muncul keterangan tunggu konfirmasi email,,,mubeng!!!tp kenapa akun saya terdaftar kalo gak bisa login?",5,2018,3,3,"ada konfirmasi via email pendaftaran ditolak krn ktp,,disuruh perbaiki,,langsung  login,di login muncul keterangan tunggu konfirmasi email,,,mubeng!!!tp kenapa akun saya terdaftar kalo gak bisa login?","['konfirmasi', 'via', 'email', 'pendaftaran', 'ditolak', 'krn', 'ktp', 'disuruh', 'perbaiki', 'langsung', 'login', 'login', 'muncul', 'keterangan', 'tunggu', 'konfirmasi', 'email', 'mubeng', 'tp', 'akun', 'terdaftar', 'kalo', 'gak', 'login']",1,"['konfirmasi', 'via', 'email', 'daftar', 'tolak', 'krn', 'ktp', 'suruh', 'baik', 'langsung', 'login', 'login', 'muncul', 'terang', 'tunggu', 'konfirmasi', 'email', 'mubeng', 'tp', 'akun', 'daftar', 'kalo', 'gak', 'login']",konfirmasi email daftar tolak suruh baik langsung login login muncul terang tunggu konfirmasi email mubeng akun daftar kalo login
masih perlu banyak pengembangan diaplikasinya supaya lbh simple lg..,4,2018,3,5,masih perlu banyak pengembangan diaplikasinya supaya lbh simple lg..,"['pengembangan', 'diaplikasinya', 'lbh', 'simple', 'lg']",1,"['kembang', 'aplikasi', 'lbh', 'simple', 'lg']",kembang aplikasi simple
"asli..keren ni aplikasi,,..alhamdulillah udah ada keuntunganya,terimakasih bareksa",5,2018,3,5,"asli..keren ni aplikasi,,..alhamdulillah udah ada keuntunganya,terimakasih bareksa","['asli', 'keren', 'ni', 'aplikasi', 'alhamdulillah', 'udah', 'keuntunganya', 'terimakasih']",1,"['asli', 'keren', 'ni', 'aplikasi', 'alhamdulillah', 'udah', 'keuntunganya', 'terimakasih']",asli keren aplikasi alhamdulillah udah keuntunganya terimakasih
aplikasi sangat membantu. cuma tambahi lagi mi yg tersedia di aplikasi ini.,5,2018,3,5,aplikasi sangat membantu. cuma tambahi lagi mi yg tersedia di aplikasi ini.,"['aplikasi', 'membantu', 'tambahi', 'mi', 'yg', 'tersedia', 'aplikasi']",1,"['aplikasi', 'bantu', 'tambah', 'mi', 'yg', 'sedia', 'aplikasi']",aplikasi bantu tambah sedia aplikasi
terima kasih atas kemudahan nya.,5,2018,3,6,terima kasih atas kemudahan nya.,"['terima', 'kasih', 'kemudahan', 'nya']",1,"['terima', 'kasih', 'mudah', 'nya']",terima kasih mudah
belum coba,5,2018,3,6,belum coba,['coba'],1,['coba'],coba
oke juga,5,2018,3,8,oke juga,['oke'],1,['oke'],
saya sudah mengikuti syarat2nya. tp belum menerima email prngaktifan. padahal ingin memulai investasi di sini,3,2018,3,8,saya sudah mengikuti syarat2nya. tp belum menerima email prngaktifan. padahal ingin memulai investasi di sini,"['mengikuti', 'syarat2nya', 'tp', 'menerima', 'email', 'prngaktifan', 'investasi']",0,"['ikut', 'syarat2nya', 'tp', 'terima', 'email', 'prngaktifan', 'investasi']",ikut syarat2nya terima email prngaktifan investasi
semoga bisa lebih bagus lagi kedepannya,5,2018,3,8,semoga bisa lebih bagus lagi kedepannya,"['semoga', 'bagus', 'kedepannya']",1,"['moga', 'bagus', 'depan']",moga bagus depan
fitur top up via app tdk berfungsi. akhirnya tetap lwt web.,1,2018,3,10,fitur top up via app tdk berfungsi. akhirnya tetap lwt web.,"['fitur', 'top', 'up', 'via', 'app', 'tdk', 'berfungsi', 'lwt', 'web']",-1,"['fitur', 'top', 'up', 'via', 'app', 'tdk', 'fungsi', 'lwt', 'web']",fitur fungsi
mau daftar.eh pas mau isi tanggal lahir.tanggal lahirnya blank gt gda angkanya di date pickernya.emang kita dukun.,2,2018,3,10,mau daftar.eh pas mau isi tanggal lahir.tanggal lahirnya blank gt gda angkanya di date pickernya.emang kita dukun.,"['daftar', 'eh', 'pas', 'isi', 'tanggal', 'lahir', 'tanggal', 'lahirnya', 'blank', 'gt', 'gda', 'angkanya', 'date', 'pickernya', 'emang', 'dukun']",-1,"['daftar', 'eh', 'pas', 'isi', 'tanggal', 'lahir', 'tanggal', 'lahir', 'blank', 'gt', 'gda', 'angka', 'date', 'pickernya', 'emang', 'dukun']",daftar tanggal lahir tanggal lahir blank angka date pickernya emang dukun
kode referal nya berapa ya,3,2018,3,11,kode referal nya berapa ya,"['kode', 'referal', 'nya', 'ya']",0,"['kode', 'referal', 'nya', 'ya']",kode referal
"saya coba daftar, email sudah terdaftar, mungkin saya pernah daftar tpi lupa, ketika saya coba lupa password, email saya tidak terdaftar, are you kidding me? haha",3,2018,3,11,"saya coba daftar, email sudah terdaftar, mungkin saya pernah daftar tpi lupa, ketika saya coba lupa password, email saya tidak terdaftar, are you kidding me? haha","['coba', 'daftar', 'email', 'terdaftar', 'daftar', 'tpi', 'lupa', 'coba', 'lupa', 'password', 'email', 'terdaftar', 'are', 'you', 'kidding', 'me', 'haha']",0,"['coba', 'daftar', 'email', 'daftar', 'daftar', 'tpi', 'lupa', 'coba', 'lupa', 'password', 'email', 'daftar', 'are', 'you', 'kidding', 'me', 'haha']",coba daftar email daftar daftar lupa coba lupa password email daftar kidding haha
tolong tambahin pembayaran menggunakan e-money seperti t-cash atau yang lainnya untuk lebih memudahkan,5,2018,3,13,tolong tambahin pembayaran menggunakan e-money seperti t-cash atau yang lainnya untuk lebih memudahkan,"['tolong', 'tambahin', 'pembayaran', 'e', 'money', 't', 'cash', 'memudahkan']",1,"['tolong', 'tambahin', 'bayar', 'e', 'money', 't', 'cash', 'mudah']",tolong tambahin bayar money cash mudah
mudah digunakan dan sangat bermanfaat khususnya untuk melakukan jual/beli/pantau reksadana. tingkatkan terus,5,2018,3,13,mudah digunakan dan sangat bermanfaat khususnya untuk melakukan jual/beli/pantau reksadana. tingkatkan terus,"['mudah', 'bermanfaat', 'jual', 'beli', 'pantau', 'reksadana', 'tingkatkan']",1,"['mudah', 'manfaat', 'jual', 'beli', 'pantau', 'reksadana', 'tingkat']",mudah manfaat jual beli pantau reksadana tingkat
gimana ko ngada respon yah si,5,2018,3,14,gimana ko ngada respon yah si,"['gimana', 'ko', 'ngada', 'respon', 'yah', 'si']",1,"['gimana', 'ko', 'ngada', 'respon', 'yah', 'si']",gimana ngada respon
tambahkan fitur watchlist min,4,2018,3,14,tambahkan fitur watchlist min,"['tambahkan', 'fitur', 'watchlist', 'min']",1,"['tambah', 'fitur', 'watchlist', 'min']",tambah fitur watchlist
akhirnya ada app nya jga. bisa sngat mmbantu untuk transaksi,5,2018,3,14,akhirnya ada app nya jga. bisa sngat mmbantu untuk transaksi,"['app', 'nya', 'jga', 'sngat', 'mmbantu', 'transaksi']",1,"['app', 'nya', 'jga', 'sngat', 'mmbantu', 'transaksi']",sngat mmbantu transaksi
prosesnya lama update infonya juga lama,2,2018,3,15,prosesnya lama update infonya juga lama,"['prosesnya', 'update', 'infonya']",-1,"['proses', 'update', 'info']",proses update info
cara registrasi yang mudah dan model investasi yang tidak terlalu besar memudahkan untuk investor pemula,4,2018,3,16,cara registrasi yang mudah dan model investasi yang tidak terlalu besar memudahkan untuk investor pemula,"['registrasi', 'mudah', 'model', 'investasi', 'memudahkan', 'investor', 'pemula']",1,"['registrasi', 'mudah', 'model', 'investasi', 'mudah', 'investor', 'mula']",registrasi mudah model investasi mudah investor mula
gimna mau investasi susah cara daftarnya,2,2018,3,17,gimna mau investasi susah cara daftarnya,"['gimna', 'investasi', 'susah', 'daftarnya']",-1,"['gimna', 'investasi', 'susah', 'daftar']",gimna investasi susah daftar
god,5,2018,3,18,god,['god'],1,['god'],
kenapa kalo mendaftar gagal trus,2,2018,3,18,kenapa kalo mendaftar gagal trus,"['kalo', 'mendaftar', 'gagal', 'trus']",-1,"['kalo', 'daftar', 'gagal', 'trus']",kalo daftar gagal trus
"mau daftar, pas mau isi tgl lahir. eh.ruwet..saya lahir thn 70.an..",3,2018,3,18,"mau daftar, pas mau isi tgl lahir. eh.ruwet..saya lahir thn 70.an..","['daftar', 'pas', 'isi', 'tgl', 'lahir', 'eh', 'ruwet', 'lahir', 'thn', '70', 'an']",0,"['daftar', 'pas', 'isi', 'tgl', 'lahir', 'eh', 'ruwet', 'lahir', 'thn', '70', 'an']",daftar lahir ruwet lahir
kalau bisa ada fitur buat tradingnya dan panduannya,4,2018,3,18,kalau bisa ada fitur buat tradingnya dan panduannya,"['fitur', 'tradingnya', 'panduannya']",1,"['fitur', 'tradingnya', 'pandu']",fitur tradingnya pandu
invest mantap,5,2018,3,18,invest mantap,"['invest', 'mantap']",1,"['invest', 'mantap']",invest mantap
kita coba dl.,2,2018,3,19,kita coba dl.,"['coba', 'dl']",-1,"['coba', 'dl']",coba
"bug pas pendaftaran,&lt; ktp udh di foto, lah pas di ceklist ga bisa",1,2018,3,21,"bug pas pendaftaran,&lt; ktp udh di foto, lah pas di ceklist ga bisa","['bug', 'pas', 'pendaftaran', 'lt', 'ktp', 'udh', 'foto', 'pas', 'ceklist', 'ga']",-1,"['bug', 'pas', 'daftar', 'lt', 'ktp', 'udh', 'foto', 'pas', 'ceklist', 'ga']",daftar foto ceklist
.. saya wa cs nya gak dibalas walaupun online... parah,3,2018,3,24,.. saya wa cs nya gak dibalas walaupun online... parah,"['wa', 'cs', 'nya', 'gak', 'dibalas', 'online', 'parah']",0,"['wa', 'cs', 'nya', 'gak', 'balas', 'online', 'parah']",balas online parah
rekening transfer nya kalo bisa jgn cuma bca aja dong min.  klo bisa ada saldo kusus di bareksa untuk pindah-pindah dana ke reksa dana 1ke yang lain. & proses pencairan dananya bisa lebih cepat sama kaya proses beli kalo bisa,5,2018,3,26,rekening transfer nya kalo bisa jgn cuma bca aja dong min.  klo bisa ada saldo kusus di bareksa untuk pindah-pindah dana ke reksa dana 1ke yang lain. & proses pencairan dananya bisa lebih cepat sama kaya proses beli kalo bisa,"['rekening', 'transfer', 'nya', 'kalo', 'jgn', 'bca', 'aja', 'min', 'klo', 'saldo', 'kusus', 'pindah', 'pindah', 'dana', 'reksa', 'dana', '1ke', 'proses', 'pencairan', 'dananya', 'cepat', 'kaya', 'proses', 'beli', 'kalo']",1,"['rekening', 'transfer', 'nya', 'kalo', 'jgn', 'bca', 'aja', 'min', 'klo', 'saldo', 'sus', 'pindah', 'pindah', 'dana', 'reksa', 'dana', '1ke', 'proses', 'cair', 'dana', 'cepat', 'kaya', 'proses', 'beli', 'kalo']",rekening transfer kalo saldo pindah pindah dana reksa dana proses cair dana cepat kaya proses beli kalo
"respon lama.. proses lama... kapan untungnya?? transfer saat harga murah..selesai proses harga udah naik...aplikasi nya jangan nanggung2.. bagusan aja aplikasi togel,, banyak nomor rekening yg bisa di transfer.. ini cuma bca saja.. biaya transfer nya gak tertutupi oleh untung investasinya... menyebalkan",1,2018,3,26,"respon lama.. proses lama... kapan untungnya?? transfer saat harga murah..selesai proses harga udah naik...aplikasi nya jangan nanggung2.. bagusan aja aplikasi togel,, banyak nomor rekening yg bisa di transfer.. ini cuma bca saja.. biaya transfer nya gak tertutupi oleh untung investasinya... menyebalkan","['respon', 'proses', 'untungnya', 'transfer', 'harga', 'murah', 'selesai', 'proses', 'harga', 'udah', 'aplikasi', 'nya', 'nanggung2', 'bagusan', 'aja', 'aplikasi', 'togel', 'nomor', 'rekening', 'yg', 'transfer', 'bca', 'biaya', 'transfer', 'nya', 'gak', 'tertutupi', 'untung', 'investasinya', 'menyebalkan']",-1,"['respon', 'proses', 'untung', 'transfer', 'harga', 'murah', 'selesai', 'proses', 'harga', 'udah', 'aplikasi', 'nya', 'nanggung2', 'bagus', 'aja', 'aplikasi', 'togel', 'nomor', 'rekening', 'yg', 'transfer', 'bca', 'biaya', 'transfer', 'nya', 'gak', 'tutup', 'untung', 'investasi', 'sebal']",respon proses untung transfer harga murah selesai proses harga udah aplikasi nanggung2 bagus aplikasi togel nomor rekening transfer biaya transfer tutup untung investasi sebal
saya suka reksadana! bareksa membantu saya memilih produk mana yg bagus dengan tampilan menarik.,5,2018,3,26,saya suka reksadana! bareksa membantu saya memilih produk mana yg bagus dengan tampilan menarik.,"['suka', 'reksadana', 'membantu', 'memilih', 'produk', 'yg', 'bagus', 'tampilan', 'menarik']",1,"['suka', 'reksadana', 'bantu', 'pilih', 'produk', 'yg', 'bagus', 'tampil', 'tarik']",suka reksadana bantu pilih produk bagus tampil tarik
salam untuk bareksa. semoga semakin sukses. saya mau saran untuk bareksa. kalo mau topup di tambahi dong pilihan pembayaran nya.. biar makin mudah dan cepat untuk transaksi nya,5,2018,3,27,salam untuk bareksa. semoga semakin sukses. saya mau saran untuk bareksa. kalo mau topup di tambahi dong pilihan pembayaran nya.. biar makin mudah dan cepat untuk transaksi nya,"['salam', 'semoga', 'sukses', 'saran', 'kalo', 'topup', 'tambahi', 'pilihan', 'pembayaran', 'nya', 'biar', 'mudah', 'cepat', 'transaksi', 'nya']",1,"['salam', 'moga', 'sukses', 'saran', 'kalo', 'topup', 'tambah', 'pilih', 'bayar', 'nya', 'biar', 'mudah', 'cepat', 'transaksi', 'nya']",salam moga sukses saran kalo topup tambah pilih bayar biar mudah cepat transaksi
"saya bandingkan dengan aplikasi e-mas, mereka bisa bayar dengan bca virtual account, gopay, tcash, dll.  itu sangat membantu. bareksa coba buat pembayaran yang lebih mudah seperti e-mas",4,2018,3,29,"saya bandingkan dengan aplikasi e-mas, mereka bisa bayar dengan bca virtual account, gopay, tcash, dll.  itu sangat membantu. bareksa coba buat pembayaran yang lebih mudah seperti e-mas","['bandingkan', 'aplikasi', 'e', 'mas', 'bayar', 'bca', 'virtual', 'account', 'gopay', 'tcash', 'dll', 'membantu', 'coba', 'pembayaran', 'mudah', 'e', 'mas']",1,"['banding', 'aplikasi', 'e', 'mas', 'bayar', 'bca', 'virtual', 'account', 'gopay', 'tcash', 'dll', 'bantu', 'coba', 'bayar', 'mudah', 'e', 'mas']",banding aplikasi bayar virtual account gopay tcash bantu coba bayar mudah
"kalo bisa, jangan hanya bca bank nya min sama fitur keamanan buat log in ditingkatkan lagi misal spt pake google authenticator trus persentase dan angka kenaikan atau penurunan nab juga diperlihatkan spt di situs. terima kasih.",5,2018,3,29,"kalo bisa, jangan hanya bca bank nya min sama fitur keamanan buat log in ditingkatkan lagi misal spt pake google authenticator trus persentase dan angka kenaikan atau penurunan nab juga diperlihatkan spt di situs. terima kasih.","['kalo', 'bca', 'bank', 'nya', 'min', 'fitur', 'keamanan', 'log', 'in', 'ditingkatkan', 'spt', 'pake', 'google', 'authenticator', 'trus', 'persentase', 'angka', 'kenaikan', 'penurunan', 'nab', 'spt', 'situs', 'terima', 'kasih']",1,"['kalo', 'bca', 'bank', 'nya', 'min', 'fitur', 'aman', 'log', 'in', 'tingkat', 'spt', 'pake', 'google', 'authenticator', 'trus', 'persentase', 'angka', 'naik', 'turun', 'nab', 'spt', 'situs', 'terima', 'kasih']",kalo bank fitur aman tingkat pake google authenticator trus persentase angka naik turun situs terima kasih
ok,5,2018,3,29,ok,['ok'],1,['ok'],
alhamdulillah saya bs menyisihkan uang saya untuk berinvestasi meskipun cuma sedikit demi sedikit.terima kasih bareksa.,5,2018,3,29,alhamdulillah saya bs menyisihkan uang saya untuk berinvestasi meskipun cuma sedikit demi sedikit.terima kasih bareksa.,"['alhamdulillah', 'bs', 'menyisihkan', 'uang', 'berinvestasi', 'terima', 'kasih']",1,"['alhamdulillah', 'bs', 'sisih', 'uang', 'investasi', 'terima', 'kasih']",alhamdulillah sisih uang investasi terima kasih
cara dapeting kode referal nya gimana ?,4,2018,3,30,cara dapeting kode referal nya gimana ?,"['dapeting', 'kode', 'referal', 'nya', 'gimana']",1,"['dapeting', 'kode', 'referal', 'nya', 'gimana']",dapeting kode referal gimana
coba dulu,4,2018,4,1,coba dulu,['coba'],1,['coba'],coba
"cukup bagus, cuma update keuntungan hanya ada di selasa s.d jumat jam 7 pagi aja",5,2018,4,2,"cukup bagus, cuma update keuntungan hanya ada di selasa s.d jumat jam 7 pagi aja","['bagus', 'update', 'keuntungan', 'selasa', 's', 'd', 'jumat', 'jam', '7', 'pagi', 'aja']",1,"['bagus', 'update', 'untung', 'selasa', 's', 'd', 'jumat', 'jam', '7', 'pagi', 'aja']",bagus update untung selasa jumat pagi
semoga rakyat indonesia mulai sadar dan mau menabung yang aman.,5,2018,4,2,semoga rakyat indonesia mulai sadar dan mau menabung yang aman.,"['semoga', 'rakyat', 'indonesia', 'sadar', 'menabung', 'aman']",1,"['moga', 'rakyat', 'indonesia', 'sadar', 'tabung', 'aman']",moga rakyat indonesia sadar tabung aman
2 bintang dulu ya....karena proses upload ktp gagal terus...baik di web maupun aplikasi,2,2018,4,2,2 bintang dulu ya....karena proses upload ktp gagal terus...baik di web maupun aplikasi,"['2', 'bintang', 'ya', 'proses', 'upload', 'ktp', 'gagal', 'web', 'aplikasi']",-1,"['2', 'bintang', 'ya', 'proses', 'upload', 'ktp', 'gagal', 'web', 'aplikasi']",bintang proses upload gagal aplikasi
saya mau melakukan tukar reksadana dan edit pofil investor namun kedua hal tersebut tidak bisa. mohon bantuannya.,5,2018,4,4,saya mau melakukan tukar reksadana dan edit pofil investor namun kedua hal tersebut tidak bisa. mohon bantuannya.,"['tukar', 'reksadana', 'edit', 'pofil', 'investor', 'mohon', 'bantuannya']",1,"['tukar', 'reksadana', 'edit', 'pofil', 'investor', 'mohon', 'bantu']",tukar reksadana edit pofil investor mohon bantu
kalo sudah ada transfernrek selain baca saya kasih bintang 5,3,2018,4,6,kalo sudah ada transfernrek selain baca saya kasih bintang 5,"['kalo', 'transfernrek', 'baca', 'kasih', 'bintang', '5']",0,"['kalo', 'transfernrek', 'baca', 'kasih', 'bintang', '5']",kalo transfernrek baca kasih bintang
"salah transfer sampai h+7 gk di refund"", kacau nih..",1,2018,4,6,"salah transfer sampai h+7 gk di refund"", kacau nih..","['salah', 'transfer', 'h', '7', 'gk', 'refund', 'kacau', 'nih']",-1,"['salah', 'transfer', 'h', '7', 'gk', 'refund', 'kacau', 'nih']",salah transfer refund kacau
"dengan adanya aplikasi bareksa lebih mudah bagi saya untuk untuk investasi di hari tua, terima kasih bareksa",5,2018,4,8,"dengan adanya aplikasi bareksa lebih mudah bagi saya untuk untuk investasi di hari tua, terima kasih bareksa","['aplikasi', 'mudah', 'investasi', 'tua', 'terima', 'kasih']",1,"['aplikasi', 'mudah', 'investasi', 'tua', 'terima', 'kasih']",aplikasi mudah investasi terima kasih
berapa minimal biaya ikut bareksa?,4,2018,4,8,berapa minimal biaya ikut bareksa?,"['minimal', 'biaya']",1,"['minimal', 'biaya']",minimal biaya
"ringan, smooth",5,2018,4,10,"ringan, smooth","['ringan', 'smooth']",1,"['ringan', 'smooth']",ringan smooth
mantap.  dan terus kembangkan..,5,2018,4,11,mantap.  dan terus kembangkan..,"['mantap', 'kembangkan']",1,"['mantap', 'kembang']",mantap kembang
klo bisa ada transferx kesemua bank...,5,2018,4,11,klo bisa ada transferx kesemua bank...,"['klo', 'transferx', 'kesemua', 'bank']",1,"['klo', 'transferx', 'semua', 'bank']",transferx semua bank
mau nanya kode referral itu di isi apa yaa...hehe.. mkasih om..tante semuanya,5,2018,4,13,mau nanya kode referral itu di isi apa yaa...hehe.. mkasih om..tante semuanya,"['nanya', 'kode', 'referral', 'isi', 'yaa', 'hehe', 'mkasih', 'om', 'tante']",1,"['nanya', 'kode', 'referral', 'isi', 'yaa', 'hehe', 'mkasih', 'om', 'tante']",nanya kode referral hehe mkasih tante
mohon di tingkatkan untuk pembelian menggunakan ecash d aplikasi,4,2018,4,13,mohon di tingkatkan untuk pembelian menggunakan ecash d aplikasi,"['mohon', 'tingkatkan', 'pembelian', 'ecash', 'd', 'aplikasi']",1,"['mohon', 'tingkat', 'beli', 'ecash', 'd', 'aplikasi']",mohon tingkat beli ecash aplikasi
